category,notice,notice_code,publish_date,title
Personal Insolvency,"(Partnership Member Bankruptcy Estate Of PETER DEREK DANIELLS our ref: BKT01507031 Please quote all of the above in any correspondence with the Insolvency Service Partnership Member Bankruptcy Estate Order Date: 31/03/1993 Trading Name: Hi-Tech Windows and Glazing Systems Principal trading address: 18 Beresford Avenue, Wembley, Middlesex, HA0 1AW, as Hi-Tech Windows and Glazing Systems Nature of Business Glazing Consultant Date of Birth: Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales) Rules 2016, that I, S Baxter, Official Receiver and Trustee of PETER DEREK DANIELLS, intend to declare a First & Final dividend of 49.59p/£ regarding the Partnership Member (personal) unsecured claims admitted for distribution/dividend purposes in the above referenced Partnership Member Bankruptcy Estate, within a period of two months from 3/4/2024. Unsecured Partnership Member creditors intending to have their claims taken into consideration in the above referenced dividend process must submit their formal claims to me by the above stated last date for proving at the address stated below, failing which they will be excluded from the dividend. A blank proof of debt form for completion and submission as a formal claim is obtainable from the Insolvency Service website: https://www.gov.uk/government/publications/rule-144-proof-of-debt-general-form and clicking on either the PDF or ODT shortcuts to a ‘Rule 14.4 Proof Of Debt (General Form)’ listed. Alternatively, a blank proof of debt form is obtainable upon request by contacting my office at the address stated below. NOTE: the above named individuals and/or partnership may no longer have a connection with the above mentioned address.",4570071,"5 March 2024, 13:20",Notice of Dividends
Corporate Insolvency,Office holder’s telephone no and email address: and Alternative contact for enquiries on proceedings: Tel: Email:,4568002,"5 March 2024, 12:00",Appointment of Liquidators
Corporate Insolvency,Type of appointment: Compulsory Liquidation Name of office holder: Office holder IP number: Postal address of office holder: Capacity of office holder: Quantity Surveying Activities / architechtural activities. Liquidator Date of appointment: Office holder’s telephone no and email address: and Alternative contact for enquiries on proceedings: Tel: Email: By whom appointed: Kircaldy Sheriff Court,4568000,"5 March 2024, 12:00",Appointment of Liquidators
Partnerships,"Notice is hereby given, pursuant to Section 10 of the Limited Partnerships Act 1907, that IMWS (Nominees) Limited A/C LNSTAX has transferred their entire interest in Access Capital Fund V LP Growth Buy-out Europe, a limited partnership registered in Scotland with number SL007129 (the “ ”) to Schroder & Co Nominees Limited. IMWS (Nominees) Limited A/C LNSTAX has ceased to be a limited partner of the Partnership. Schroder & Co Nominees Limited has been admitted as a limited partner of the Partnership.",4568006,"5 March 2024, 12:00",Statement by General Partner
Partnerships,"Notice is hereby given, pursuant to Section 10 of the Limited Partnerships Act 1907, that IMWS (Nominees) Limited A/C LNSTAX has transferred their entire interest in Access Secondary Bridge Fund LP, a limited partnership registered in Scotland with number SL009734 (the “ ”) to Schroder & Co Nominees Limited. IMWS (Nominees) Limited A/C LNSTAX has ceased to be a limited partner of the Partnership. Schroder & Co Nominees Limited has been admitted as a limited partner of the Partnership.",4568005,"5 March 2024, 12:00",Statement by General Partner
Corporate Insolvency,"At a General Meeting of the above-named Company, duly convened, and held at on at 3pm the following resolutions were passed; No 1. as a Special Resolution and No 2. as an Ordinary Resolution of the Company. 1. “That the Company be wound up voluntarily” and 2. “That Licensed Insolvency Practitioner, of , be appointed Liquidator of the Company”. Date of appointment: Further information about the liquidation is available from: IP Number of , Tel: Email: Alternative contact: Tel: Email:",4568003,"5 March 2024, 12:00",Resolutions for Winding-up
Partnerships,"Notice is hereby given, pursuant to Section 10 of the Limited Partnerships Act 1907, that IMWS (Nominees) Limited A/C LNSTAX has transferred their entire interest in Access Capital Fund VI Growth Buy-out Europe LP, a limited partnership registered in Scotland with number SL013335 (the “ ”) to Schroder & Co Nominees Limited. IMWS (Nominees) Limited A/C LNSTAX has ceased to be a limited partner of the Partnership. Schroder & Co Nominees Limited has been admitted as a limited partner of the Partnership.",4568004,"5 March 2024, 12:00",Statement by General Partner
Corporate Insolvency,"A Petition to wind up the above-named company (registered no 01833985) whose registered office address is presented on by of (the Petitioner) claiming to be a creditor of the company, will be heard at Date: Wednesday Time: hours (or as soon thereafter as the petition can be heard) Any person intending to appear on the hearing of the petition (whether to support or oppose it) must give notice of that intention in accordance with rule 7.14 of the Insolvency (England and Wales) Rules 2016 by 16:00 hours on Tuesday .",4570027,"5 March 2024, 12:10",Petitions to Wind Up (Companies)
Corporate Insolvency,"This Notice is given under of the (“the Rules”). It is delivered by the Joint Liquidator of the Company and the convener of the meeting, Hemal Mistry, of Horsfields, Belgrave Place, 8 Manchester Road, Bury, Lancashire, BL9 0ED. A meeting of creditors is to take place for the purposes of considering the following: 1. The establishing of a Liquidation Committee 2. The approval of the Joint Liquidators’ fees and expenses The meeting will be held as follows: Time: 11:00 am Date: To access the , which will be held via a telephone conferencing platform, contact the convener – details below. This virtual meeting will be recorded in order to establish and maintain records of the existence of relevant facts or decisions that are taken at the meeting. By attending this meeting, you consent to being recorded. Where any recording of the meeting also entails the processing of personal data, such personal data shall be treated in accordance with the Data Protection Act 2018. To be entitled to vote, those attending must submit a proxy form, together with a proof of debt if one has not already been submitted, to the Joint Liquidator by one of the following methods: By post to: , By fax to: 0161 763 1283 By email to: All proofs of debt must be delivered by: 4pm on All proxy forms must be delivered to the convener or chair before they may be used at the meeting fixed for 11.00 am on 25 March 2024. Names of : & Address of Joint Liquidators: , IP Numbers: & Date of Appointment: Appointed By: the Secretary of State Contact Name: Email Address: Telephone Number:",4570028,"5 March 2024, 12:10",Meetings of Creditors
Planning,"The applications listed below are proposals requiring planning permission and/or Listed Building Consent which have been submitted to Stirling Council and may be viewed online at www.stirling.gov.uk/onlineplanning. Written comments may be made to the Planning & Building Standards Service Manager, Planning Services, Stirling Council, Teith House, Kerse Road, Stirling FK7 7QA (Telephone 01786 233660) within 21 days of this notice. 23/00741/LBC Former Bank Of Scotland, 63 High Street, Dunblane, FK15 0EJ Dunblane Square Ltd Internal alterations - removal of internal partition walls and erection of new partition walls, and install doors; external alterations - erection of rear extension; replacement of window with door; installation of secondary acoustic triple glazing units; air intake and exhaust vents on roof; installation of Solar PV panels on rear roof; air source heat pumps, and air conditioning condenser 24/00126/LBC Kalaba, 13 Kenilworth Road, Bridge Of Allan, FK9 4DU Ms J Black Alterations to existing approval ref 23/00163/LBC to incorporate an internal double door opening in lieu of previously approved single door opening to lounge and incorporation of additional internal door opening between bedrooms on the upper floor to improve fire safety 24/00112/LBC Monterey Jacks Stirling, 1 Corn Exchange Road, Stirling, FK8 2HX Monterey Jacks Internal alterations to form residential suites for holiday letting (additional information and details referencing approval 21/00173/LBC)",4569139,"5 March 2024, 12:00",Town and Country Planning
Partnerships,"Notice is hereby given, pursuant to Section 10 of the Limited Partnerships Act 1907, that IMWS (Nominees) Limited a/c 1164328, IMWS (Nominees) Limited a/c 1164612, IMWS (Nominees) Limited a/c 1164617, IMWS (Nominees) Limited a/c 1164712 and IMWS (Nominees) Limited A/C LNSTAX have each transferred their entire interest in Access Capital Fund VII Growth Buy-out Europe LP, a limited partnership registered in Scotland with number SL028357 (the “ ”) to Schroder & Co Nominees Limited. IMWS (Nominees) Limited a/c 1164328, IMWS (Nominees) Limited a/c 1164612, IMWS (Nominees) Limited a/c 1164617, IMWS (Nominees) Limited a/c 1164712 and IMWS (Nominees) Limited A/C LNSTAX have ceased to be limited partners of the Partnership. Schroder & Co Nominees Limited has been admitted as a limited partner of the Partnership. MIS Nominees (Luxembourg) S.a r.l. a/c LNSOFFSHORE has transferred its entire interest in the Partnership to Schroder & Co Nominees Limited and Schroder & Co Bank AG. MIS Nominees (Luxembourg) S.a r.l. a/c LNSOFFSHORE has ceased to be a limited partner of the Partnership. Schroder & Co Bank AG has been admitted as a limited partner of the Partnership.",4568007,"5 March 2024, 12:00",Statement by General Partner
State,"Office of the Secretary of Commissions, St. Andrew’s House, Edinburgh, EH1 3DG The King having been pleased to approve that Miss Alexandra Margaret Cairncross DL be appointed Vice Lord-Lieutenant for the Area of Perth and Kinross to act for His Majesty’s Lord-Lieutenant during his absence from the area, sickness or inability to act, a Commission in her favour bearing the date 20 February 2024 has been signed by the Lord-Lieutenant. March 2024",4569138,"5 March 2024, 12:00",Lord Lieutenants
Corporate Insolvency,,4570035,"5 March 2024, 12:10",Appointment of Liquidators
Corporate Insolvency,"Passed The members of the above company have duly passed the following WRITTEN RESOLUTIONS: a SPECIAL RESOLUTION ""That the company be wound up voluntarily."" and an ORDINARY RESOLUTION ""That (IP No. ) of , be and is hereby nominated liquidator of the company for the purposes of the winding up."" Further details contact: Telephone: Email:",4570032,"5 March 2024, 12:10",Resolutions for Winding-up
Corporate Insolvency,,4570034,"5 March 2024, 12:10",Appointment of Liquidators
Corporate Insolvency,,4570037,,Petitions to Wind Up (Companies)
Partnerships,"Notice is hereby given, pursuant to Section 10 of the Limited Partnerships Act 1907, that IMWS (Nominees) Limited A/C LNSTAX has transferred their entire interest in Access Co-Investment Fund Buy-out Europe LP, a limited partnership registered in Scotland with number SL013340 (the “ ”) to Schroder & Co Nominees Limited. IMWS (Nominees) Limited A/C LNSTAX has ceased to be a limited partner of the Partnership. Schroder & Co Nominees Limited has been admitted as a limited partner of the Partnership. MIS Nominees (Luxembourg) S.A.R.L. A/C LNS Offshore has transferred their entire interest in the Partnership to Schroder & Co Nominees Limited and Schroder & Co Bank AG. MIS Nominees (Luxembourg) S.A.R.L. A/C LNS Offshore has ceased to be a limited partner of the Partnership. Schroder & Co Nominees Limited and Schroder & Co Bank AG have each been admitted as a limited partner of the Partnership.",4567995,"5 March 2024, 12:30",Statement by General Partner
Personal Insolvency,"Notice is hereby given, pursuant to of the , that I intend to declare a Dividend to Unsecured Creditors. The final date for receiving proofs of debt is . Proofs of debt should be delivered to the Official Receiver at the address below. Proofs of debt received after will be excluded from the dividend.",4570065,"5 March 2024, 12:40",Notice of Intended Dividends
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of Alicia Kate Smurthwaite-Lunn and assumed the name of Alicia Kate Coe.",4567915,"5 March 2024, 12:40",Changes of Name
Personal Insolvency,"Notice is hereby given, pursuant to of the , that I intend to declare a First and Final Dividend to Unsecured Creditors. The final date for receiving proofs of debt is . Proofs of debt should be delivered to the Official Receiver at the address below. Proofs of debt received after will be excluded from the dividend.",4570064,"5 March 2024, 12:40",Notice of Intended Dividends
Personal Insolvency,"Notice is hereby given, pursuant to of the , that I intend to declare a Final Dividend to Unsecured Creditors. The final date for receiving proofs of debt is . Proofs of debt should be delivered to the Official Receiver at the address below. Proofs of debt received after will be excluded from the dividend.",4570066,"5 March 2024, 12:40",Notice of Intended Dividends
Personal Legal,,4569808,,Deceased Estates
Personal Insolvency,"Notice is hereby given, pursuant to of the , that I intend to declare a Dividend to Unsecured Creditors. The final date for receiving proofs of debt is . Proofs of debt should be delivered to the Official Receiver at the address below. Proofs of debt received after will be excluded from the dividend.",4570063,"5 March 2024, 12:40",Notice of Intended Dividends
Personal Insolvency,"(Partnership Member Bankruptcy Estate Of MICHAEL JULIAN FEAR) (our ref: BKT00040707) Please quote all of the above in any correspondence with the Insolvency Service Partnership Member Bankruptcy Estate Order Date: 12/05/1998 Bankruptcy Status: Formerly in Bankruptcy Date of Birth: Residential address at date of Bankruptcy Order: 23 Birdwell Road, Long Ashton, Bristol BS41 9BA Occupation at date of Bankruptcy Order: Florist Trading Name: (a) ""KIMBERLEY'S FLOWER SHOP"", and (b) ""STANCOMBE NURSERY"" Principal trading address: (a) 121 Station Road, Nailsea, Bristol, and (b) Stancombe Lane, Flax Bourton, Bristol Nature of Business: (a) Flower Shop, and (b) Plant Nursery Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales) Rules 2016, that I, S Baxter, Official Receiver and Trustee of MICHAEL JULIAN FEAR, intend to declare a First & Final dividend of 90.70p/£ regarding the Partnership Member (personal) unsecured claims admitted for distribution/dividend purposes in the above referenced Partnership Member Bankruptcy Estate, within a period of two months from 03/04/2024. Unsecured Partnership Member creditors intending to have their claims taken into consideration in the above referenced dividend process must submit their formal claims to me by the above stated last date for proving at the address stated below, failing which they will be excluded from the dividend. A blank proof of debt form for completion and submission as a formal claim is obtainable from the Insolvency Service website: https://www.gov.uk/government/publications/rule-144-proof-of-debt-general-form and clicking on either the PDF or ODT shortcuts to a ‘Rule 14.4 Proof Of Debt (General Form)’ listed. Alternatively, a blank proof of debt form is obtainable upon request by contacting my office at the address stated below. NOTE: the above named individuals and/or partnership may no longer have a connection with the above mentioned address.",4570067,"5 March 2024, 12:40",Notice of Dividends
Partnerships,"Notice is hereby given, pursuant to section 10 of the Limited Partnerships Act 1907, as amended (the “Act”), that Greensphere Capital LLP has assigned to Gaia Sciences Innovation GP Limited its share in Gaia Sciences Innovation L.P., a limited partnership formed under English law and that Act with registration number LP023553.",4570068,"5 March 2024, 12:40",Statement by General Partner
Partnerships,"Notice is hereby given, in accordance with Section 10 of the Limited Partnerships Act 1907, that HgCapital Initial GP Limited (the “Initial GP”) ceased to be general partner in OS1 Co-Invest L.P. (previously known as 2024 B Co-Invest L.P.), a private fund limited partnership registered in England and Wales with registration number LP023529 (the “Partnership”) with effect from 22 February 2024 by virtue of a transfer by the Initial GP of its entire interest in the Partnership to Hg Mercury 4 General Partner (Guernsey) Limited.",4570070,"5 March 2024, 12:40",Statement by General Partner
Personal Insolvency,"(Partnership Member Bankruptcy Estate Of KIMBERLEY JANE FEAR) (our ref: BKT00043554) Please quote all of the above in any correspondence with the Insolvency Service Partnership Member Bankruptcy Estate Order Date: 12/05/1998 Bankruptcy Status: Formerly in Bankruptcy Date of Birth: Residential address at date of Bankruptcy Order: 23 Birdwell Road, Long Ashton, Bristol BS41 9BA Occupation at date of Bankruptcy Order: Florist Trading Name: (a) ""KIMBERLEY'S FLOWER SHOP"", and (b) ""STANCOMBE NURSERY"" Principal trading address: (a) 121 Station Road, Nailsea, Bristol, and (b) Stancombe Lane, Flax Bourton, Bristol Nature of Business: (a) Flower Shop, and (b) Plant Nursery Notice is hereby given, pursuant to Rule 14.28 of the Insolvency (England and Wales) Rules 2016, that I, S Baxter, Official Receiver and Trustee of KIMBERLEY JANE FEAR, intend to declare a First & Final dividend of 2.85p/£ regarding the Partnership Member (personal) unsecured claims admitted for distribution/dividend purposes in the above referenced Partnership Member Bankruptcy Estate, within a period of two months from 03/04/2024. Unsecured Partnership Member creditors intending to have their claims taken into consideration in the above referenced dividend process must submit their formal claims to me by the above stated last date for proving at the address stated below, failing which they will be excluded from the dividend. A blank proof of debt form for completion and submission as a formal claim is obtainable from the Insolvency Service website: https://www.gov.uk/government/publications/rule-144-proof-of-debt-general-form and clicking on either the PDF or ODT shortcuts to a ‘Rule 14.4 Proof Of Debt (General Form)’ listed. Alternatively, a blank proof of debt form is obtainable upon request by contacting my office at the address stated below. NOTE: the above named individuals and/or partnership may no longer have a connection with the above mentioned address.",4570069,"5 March 2024, 12:40",Notice of Dividends
Planning,"You can see the Planning Register with details of all planning applications on the Council's website www.clacksweb.org.uk/eplanning/ or at the Council Offices, Kilncraigs, Greenside Street, Alloa FK10 1EB from 9.00 a.m. to 5.00 p.m. Monday - Friday (except Bank Holidays). The applications listed below are likely to be of a public interest. If you want the Council to take note of your views on any application you can comment online at the address above or write to the Council's Head of Development Services at Kilncraigs, Greenside Street, Alloa, FK10 1EB within 14 days or e-mail planning@clacks.gov.uk. When you make a comment, your views will be held on file and published on the Council's website. You will be notified of the Council's decision. If you need any advice, please contact Clackmannanshire Council at Kilncraigs, Greenside Street, Alloa FK10 1EB Tel: 01259 450000. 23/00269/FULL 51-57 Odds, Broad Street, Alloa, Clackmannanshire Installation Of Replacement Windows to No. 51 and 53 (Retrospective) and 55 and 57 at 51-57 Odds Development In A Conservation Area 23/00270/FULL Various Addresses At Mar Street, Alloa, Clackmannanshire nstallation Of Replacement Windows Development In A Conservation Area 23/00273/FULL 4 - 6 Thornbank Road, Dollar, Clackmannanshire Installation Of Replacement Windows Development In A Conservation Area 24/00012/FULL Name Various Addresses At, High Street, Clackmannan, Clackmannanshire Installation Of Replacement Roof, Render And Replacement Windows at Nos 2, 4, 6, 8, 12 & 14 High Street Development In A Conservation Area 24/00013/FULL 18 And 20, High Street, Clackmannan, Clackmannanshire Installation Of Replacement Roof, Render And Replacement Windows Development In A Conservation Area 24/00014/FULL 24 And 28, High Street, Clackmannan, Clackmannanshire Installation Of Replacement Roof, Render And Replacement Windows Development In A Conservation Area 24/00015/FULL 32 High Street, Clackmannan, Clackmannanshire, FK10 4JG Installation Of Replacement Roof, Render And Replacement Windows Development In A Conservation Area 24/00016/FULL Various Addresses At, High Street, Clackmannan, Clackmannanshire Installation Of Replacement Roof, Render And Replacement Windows at 36, 38, 42, 44, 46 & 48 High Street Development In A Conservation Area 24/00017/FULL Various Addresses At, High Street, Clackmannan, Clackmannanshire Installation Of Replacement Roof, Render And Replacement Windows at 1, 3, 5 & 7 High Street Development In A Conservation Area 24/00018/FULL 11 High Street, Clackmannan, Clackmannanshire, FK10 4JG Installation Of Replacement Roof, Render And Replacement Windows Development In A Conservation Area 24/00020/FULL 41 And 43, Main Street, Clackmannan, Clackmannanshire Installation Of Replacement Roof (Retrospective), Render And Replacement Windows Development In A Conservation Area",4567991,"5 March 2024, 12:00",Town and Country Planning
Personal Legal,"Notice is hereby given that a Deed Poll dated and enrolled in the Senior Courts of England and Wales on , I, Single and a British Citizen under of the abandoned the name of Nathan Kay Skelcher and assumed the name of Shannon Kay Skelcher.",4567934,"5 March 2024, 12:00",Changes of Name
Environment,"The Scottish Ministers give notice that they have determined that the project for the installation of eighty one new bollards on the A830 at Glenfinnan, is a relevant project within the meaning of section 55A of the Roads (Scotland) Act 1984 (“the 1984 Act”) and falls within Annex II of Directive 2011/92/EU on the assessment of certain public and private projects on the environment, but that having regard to – (a) the selection criteria contained in Annex III of that Directive, namely (i) the use of natural resources, in particular land, soil, water and biodiversity; (ii) the production of waste; (iii) pollution and nuisances; (iv) the risks to human health (for example due to water contamination or air pollution); (v) nature reserves and parks; (vi) areas classified or protected under national legislation; Natura 2000 areas designated by Member States pursuant to Directive 92/43/EEC and Directive 2009/147/EC, (b) the results of the Environmental Screening Assessment under section 55A(2) of the 1984 Act and the Assessment under regulation 48 of the Conservation (Natural Habitats, &c.) Regulations 1994 (“the 1994 Regulations”) concluded that there would be no likely significant effects on the Loch Shiel Special Protection Area and the Ardgour Pinewoods Special Area of Conservation, (c) the information set out in the Record of Determination dated 8 February 2024, available at , the project does not require an Environmental Impact Assessment. The main reasons for the conclusion that no Environmental Impact Assessment is required are: (a) Construction activities are restricted to the carriageway boundary; (b) The works will not impact the special qualities for which the Loch Shiel National Scenic Area, the Loch Shiel Site of Special Scientific Interest and the Fassfern to Loch Ailort Road Cuttings Geological Conservation Review Site are designated; (c) Although the works have connectivity to the Loch Shiel Special Protection Area and the Ardgour Pinewoods Special Area of Conservation, the assessment under the 1994 Regulations concluded that the works would not result in any likely significant effects on the qualifying features of these sites; and (d) Any potential impacts of the works are expected to be temporary, short-term, and limited to the construction phase. The features of the project which are envisaged to avoid or prevent significant adverse effects on the environment are: (a) Containment measures will be in place to prevent debris or pollutants from entering the surrounding environment; (b) The works will be undertaken during daylight hours to minimise disturbance; and (c) Measures will be in place to ensure appropriate removal and disposal of waste.",4567990,"5 March 2024, 12:00",Environmental Protection
Partnerships,"Notice is hereby given, in accordance with Section 10 of the Limited Partnerships Act 1907, that HgCapital Initial GP Limited (the “Initial GP”) ceased to be general partner in Neon Co-Invest L.P. (previously known as 2024 C Co-Invest L.P.), a private fund limited partnership registered in England and Wales with registration number LP023530 (the “Partnership”) with effect from 22 February 2024 by virtue of a transfer by the Initial GP of its entire interest in the Partnership to Hg Saturn 3 General Partner (Guernsey) Limited.",4570072,"5 March 2024, 12:40",Statement by General Partner
Partnerships,a limited partnership registered in Scotland with number SL6032 (the “ ”) Notice is hereby given that on 29 February 2024 the Partnership was dissolved.,4567994,"5 March 2024, 12:00",Dissolution of Partnership
Partnerships,a limited partnership registered in Scotland with number SL18730 (the “ ”) Notice is hereby given that on 29 February 2024 the Partnership was dissolved.,4567993,"5 March 2024, 12:00",Dissolution of Partnership
Planning,"These applications, associated plans and supporting documents can be viewed online on the South Ayrshire Council website at: . Comments may be submitted online, in writing, or at planning.development@south-ayrshire.gov.uk by 26/03/2024 Further information on how we will process and publish your personal information can be found in our Privacy Policy south-ayrshire.gov.uk/planning/privacy.aspx LISTED BUILDING IN CONSERVATION AREA Ref: 24/00123/LBC, Alterations to listed building, installation of railings to boundary wall, widening of vehicular accesses and installation of gates at 36 South Beach, Troon, KA10 6EF",4567992,"5 March 2024, 12:00",Town and Country Planning
Corporate Insolvency,"On , a petition was presented to Lerwick Sheriff Court by the craving the Court to order that SQC PLANT LTD, (registered office) (company registration number SC500727) be wound up by the Court and to appoint a liquidator. All parties claiming an interest must lodge Answers with within 8 days of intimation, service and advertisement.",4567996,"5 March 2024, 12:00",Petitions to Wind Up (Companies)
Corporate Insolvency,,4567998,"5 March 2024, 12:00",Appointment of Liquidators
Corporate Insolvency,"At a General Meeting of the above-named Company, duly convened and held at on at 11:00 the following resolutions were passed as a Special resolution and Ordinary resolution respectively: ""That the Company be wound up voluntarily"" and ""that (IP No ) of , be appointed Liquidator of the Company."" For further details contact on telephone number or email DATED THIS 29TH DAY OF FEBRUARY 2024",4567997,"5 March 2024, 12:00",Resolutions for Winding-up
Corporate Insolvency,,4570150,,Resolutions for Winding Up
Personal Legal,,4570171,,Deceased Estates
Personal Legal,,4570172,,Deceased Estates
Personal Legal,,4570182,,Deceased Estates
Personal Legal,,4570196,,Deceased Estates
Corporate Insolvency,,4570175,,Meetings of Creditors
Personal Legal,,4570187,,Deceased Estates
Corporate Insolvency,,4570181,,Resolutions for Winding Up
Corporate Insolvency,,4570177,,Appointment of Liquidators
